index,content 
2,как-то грустно все закончилось ((((
3,"лост переводи сериал чернобыль, бьет все рекорды по HBO"
4,"Не могу поставить оценку - смешанные ощущения от просмотра.
Надо было Серсею в 3 эпизоде валить,а третью серию концовкой сделать."
5,"Забавно еще что Джейме за убийство Безумного Короля помиловали и оставили на тех же правах, а Джона за убийство Безумной Королевы обложили хуями, едва не казнили и  сослали в Дозор, учитывая что Дейенерис даже не была коронованной и помазанной королевой, т.е. фактически самозванка. Все лорды Вестероса со своими армиями очканули пары сотен мулатов-евнухов.
 
И почему кстати никто не упомянул, что Джон - Таргариен после смерти Дейенерис? К чему теперь делать из этого тайну?"
6,"Все побежали подписывать петицию..переснять сезон, концовка дерьмо, все должно было быть не так...ой ржу с таких))) как буд то когда фильм снимают или очередной сериал всех спрашивают...а что нам сделать дальше?? Убить этого или всех помирить. Если не ошибаюсь есть такой вид порно где ты можешь донатить и принимать участие в следующих действиях фильма. Но там сюжет то попроще будет... Все просто расстроены, что сериал закончился и теперь придется ждать приквелов, сиквелов ивсего остального. Финал как финал просто жаль, что по вторникам теперь не скачать еще и еще одну серию этого Замечательного сериала который смотрел 8 лет."
7,"Да понятно, что перепснимать не кто не будет, просто это посыл босам НВО, чтобы подбирали нормальных продюсеров и сценаристов. А концовка ужасная и это факт, тут не дело в том что кого-то убили или кто-то не сел натрон, а что много линий сюжета вели и их или оборвали или не раскрыли, и логики почти ни в чем и не где нет. Вообщем херня, а не финал. Я писал выше. Зачем снимать херовое видео на час-полтора и потом снимать к нему объяснение или лучше сказать оправдание, что произошло так мол и так."
8,"Полная помойка, лучше бы на 7 сезоне закончили и дали додумать зрителю. Девочка убивает главного злодея кинчика тупым способом, а потом блевотные серии под которые можно детей спать укладывать."
9,"БОЛЬШАЯ БЛАГОДАРНОСТЬ ЛОСТУ С ЗАНЕСЕНИЕМ В ЛИЧНУЮ КАРМУ! Отличный перевод, светлую картинку(в оригинале темнее), шикарную озвучку со смысловыми интонациями. За все 10 лет!
Мне сериал понравился в общем и целом.
Предсказание сбылось - Дейнерис предали и убили, Джон Сноу как ""Ничего не знал, так и не знает"", Тирион живучий таракан с железными яйцами получил третий трон.
Безупречные получили свободу охранять остров Наат. Все получили по заслугам, а рыжая Санса, как и хотела с детства, стала королевой.
Единственная непонятка - куда улетел Дрогон и где он спрятал Дэйнерис? И зачем его искать: убить или управлять? Какой то тёмный этот Бран Увечный. Не понятно, что хочет.
 "
10,двоякое ощущение от концовки. Будто хотели снять еще серий пять но чет приуныли и решили по быстрому состряпать концовку.
11,Весь сериал держался на Белых Ходоках. Последние три серии просто не нужны
0,
1,"7-8 сезон такая параша, я книги не читал, но вот интересно это сценаристы говна вьебали или Мартин исписался?"
2,Первое
3,Они сняты не по книге. Книга не написана ещё
4,"Не владею точной информацией, но вроде как Мартин еще не скоро закончит книгу. Так что тут два сценариста начудили."
5,Откуда взялись датрокийцы если они сгинули во тьме в начале битвы с мертвецами!?
6,И безупречные клонировались так неплохо. Пусть это останется на совести сценаристов и режиссеров.
7,Если бы она у них была
8,"Супер любовь, а убил ее за один день)) Посоветовался, решил, грохнул)) все просто)) на этом можно было построить серию, а не тратить пару лямов на показ того кто куда собрался ехать.. Потом как то забылось, что он наследник прямой. А еще он для всего севера авторитет, но конечно же безяйковых оказались супер тысячи (откуда только??) и Джона слили хрен пойми куда, кстати первая ссылка в семи королевствах (бездельная) раньше хоть стену охраняли))) Очень милосердно поступили, лили про это в уши всю серию, но... Вообщем возникает стойкое ощущение , что 6 серия, а точнее ее сценарий писался уж очень на скорую руку. Обидно, все-таки 6 лет смотрели.."
9,Джон молодец! кинжал под ребро. спас мир от тирании)
10,Согласен :)
11,"Отличная концовка,как по мне всё так и должно было быть,учитывая общую атмосферу сериала."
12,"Шикарная концовка, 10 из 10, че все бомбят - не понятно."
13,после последних серий думал хуже уже некуда. Однако дно пробито. Дебилизм сценаристов просто запредельный.
14,"да. и еще дракон поумнее Серого Червя оказался. трон расплавил. а тот все ноздри раздувал, хотел Джона Сноу завалить."
15,"Да уж, думал что все накручивают с тем, мол сезон скатился, но финал меня переубедил. По поводу короля ночи реально недосказанность ебаная, кто он, что он, почему как и зачем, могли бы адекватнее раскрыть его в этом сезоне, в целом Дени вели к этому её ""раскрытию"" но всё равно слишком резко получилось и неадекватно. Лучше бы просто дракон весь вестерос нахуй сжег и конец, все. говноеды сука."
16,"Поддерживаю. Главных врагов человечества слили на пол пути. Дальнейшие серии получились совсем пресными. Ни грамкинов, ни здоровенных пауков, ничего так и не показали. Можно было элементы фентези оставить на драконах и магии крови. Только раззадорили и обломали."
17,Танкистам: https://zen.yandex.ru/wot_info
0,
1,а почему статус : Будет объявлено ? я что-то упустил ?
2,"Уже много сказано, и почти всё по делу. Я бы тоже мог многое заметить (тихо ненавидя), а смысл?
--------------------------------------------------------------------------------------------------------------------------
 
Как выдумаете, они спустили, этот не плохой сериал в унитаз, потому что:
 
1. Деньги - попилили & пронюхали в виде волшебного порошка?
 
2. У сценаристов не хватает фантазии?
 
3. Герои сериала, за годы съёмки, выросли (предположим что да), то есть они уже не те... и хотят большего?
 
4. Это тот уровень нынешнего сериало-строения в США что считается, у них, - хорошим? То есть они всем довольны!
 
5. Студии надоел сериал (решили что есть\будет что-то лучше) и студия решила его - ТУПО (во всех смыслах) закрыть, быстро скомкав и выкакав нам?
 
6. Свой вариант."
3,"4. Это тот уровень нынешнего сериало-строения в США что считается, у них, - хорошим? То есть они всем довольны!"
4,"Да не хера не довольны, Америкосы массово отписываются о стримсервиса НВО в знак протеста, лично знаю кориша в Америке он мне сказал, он тоже отписался. Так что там в Америке саме больше недовольных и там целое движение собирают фанов"
5,"вы конечно извинитесь,но что это за хуита!?"
6,"вот ссылка на петицию подписывай
https://www.change.org/p/hbo-remake-game-of-thrones-season-8-with-competent-writers"
7,"Что могу сказать. Серия неудачная. Концовка логичная но в целом выглядит непроработано.
1. Вообще непонятно сколько Джон сидел в тюрьме. То ли год толи 2 то ли 5.. Зима то ддлинная.
2. Сцена с речью дени и образом фашиствующей мадам.. А также прикольный кадр с дени    крылья= сатана    -  сильный ход.
Т.е. скажем так... понятно зачем показывают пиздец продолжающийся в городе, понятно зачем показывают что власть Дени развратила нахрен и превратила в одержимую властью тирана, абсолютно понятны действия Беса. Да и Джона. И прям ты думаешь что пиздец Джон опять стал мямлей. Ан нет. И спаленный железный трон и дракон улетевший вдаль... И все более менее понятно СУКА ровно до этого момента. А дальше непонятно нихрена а можно же было все показать.
1) Джон  и его встреча с Серым червем разговор их и потом уже посадка. Можно было бы описать серго червя как человека высоких идеалов освобождения от тирании и работорговли.
2) Военные действия за освобождения Джона из плена. ( явно несколько месяцев или лет?) ну хотябы  всратый текст бы написали
3) сцена с выставлением беса перед великими домами. выглядит абсолютно пустой и слишком полна недосказанностей. Почему серый червь держит пленников? А ОН так хочет! К чему эти карикатурные заявления Сэма и этого дяденьки? Вместо глав домов измученных войной мы получили Старков и кучку придурков вокруг вообще непонимающих за что воюют.
4) И только из-за этого выборы(!) Брана Сломленного королем выглядят дико. Потому как не могут блин Бахвальный хуеплет, лесбуха, дебилоид до 10 лет сосавший сиську, дорниец, пухлый демократ и зафрензоненный не скатиться в срач. Либо тут просто авторитетом продавленное мнение Старков. Во втором случае вообще непонятно зачем эти кланы показывать. Там абсолютно нулевое раскрытие персонажей. Хоть бы какиет о подводки по кланам дали кто этот дорниец вообще такой? Кто от тиреллов?
При этом самы выборы аристократией это вполне сходе с хартией вольностей в британии как и отсеченией севера схоже с отсечением ирландии.
А дальше какойто слащавый хеппиэнд... Ну камон это игра престолов. где хотяб какие-то ноты тревожности и намеки что все не окончено. Бронн мастер над монетой... АААА наемник-экономист...либо там совсем кадровый голод.
 
7 из 10 ребят... дал бы 10 из 10 если бы внезапно Дени сожглабы нах дотракийцев под предлогом "" нехуй тут диким мудакам нести тиранию"""
8,"Какой лютый бред... Ты сериал то вообще смотрел, или смотрел но не понял? Какие военные действия за освобождение Сноу из плена? Вот как это должно выглядеть? что безупречные проиграют, сдадутся и отдадут победителям человека который убил их королеву, за цели которой они несколько лет воевали? судя по предыдущим сезонам и книге, безупречные - лучшие солдаты в мире и в принципе никогда не сдаются. Логично предположить, что если они начнут проигрывать войну ""за освобождение джона"", то они ему просто глотку перережут и всего делов. А может и сразу перережут, как только на них войной пойдут. Именно поэтому джона и нельзя было избрать королем,   он сам не хотел,   есть кандидат и получше.
Да, Серый червь держит пленников, потому что он так хочет, видимо потому что он командует оставшейся после Дайнерис армией (она его кстати военным министром назначила), и фактически правит завоеванной столицей.
Касательно срока, проведенного Джоном в тюрьме - пересмотри сцену совета лордов, Тирион дает четкий ответ на твой вопрос - несколько недель. Годами безупречные в Королевской гавани сидеть бы не смогли, ибо сдохли бы с голоду.
Ну про остальное писать нет смысла, также очевидно и понятно, итог - серия огонь, очень логично завершена, лучшего финала игры престолов вряд ли можно придумать.
Мне лично очень понравилось что все закончилось именно так, с положительной и оптимистичной концовкой. А идиоты пусть подписывают петицию."
9,"Что еще радует, это вяканье некоторых актеров, кто начал стыдить зрителя за недовольство концовкой. Сценаристы, кстати языки пока держат там где надо, а вот особенно отожгла портовая шлюха Тернер, видимо она такая же тупая как и ее персонаж Санса. Вот что несет эта ебанашка:
""У всех людей есть свои представления о том, как нужно закончить сериал. А когда всё идёт не так, как им хотелось бы, они начинают возмущаться. Однако «Игра престолов» всегда славилась неожиданными сюжетными поворотами, начиная с казни Неда в первом сезоне. Поэтому обезумевшая королева Дейенерис не должна была стать чем-то столь негативным для фанатов. Разумеется, это шок, но лишь потому что всё пошло не по их плану.
И приписка этой паскудины
Софи Тёрнер, сильная и независимая.
 
Получила бабки не гавкай, нет она еще будет упрекать зрителей в том, что они в этом говне логики не могут найти при всем желании, а все сводит к любимому у мерзавцев, что вы вообще не смеете  критиковать, тех кто писал сценарий, сделайте лучше. Млять рожу наела кобыла благодаря этому проекту,т.к. его смотрели,некоторые даже на это годы потратили смотря с самого начала, а кто-то и деньги на подписку HBO особенно, в РФ на Амедиа и хотят за свои деньги элементарного уважения к зрителю, где историю завершают не сливая все предыдущее в сортир.
Вторит ей уебан играющий роль короля Брана, который тоже всем доволен.
 
А вот Эмилия Кларк,более сдержанно высказалась, но это в принципе отражает негодование некоторых:
""Я хотела бы увидеть больше анализа и тех прекрасно прописанных сцен между персонажами — мы были бы более чем счастливы смиренно сидеть и смотреть 10 минут разговоров двух людей просто потому, что это прекрасно. Но я не в том положении, чтобы критиковать гениев, написавших за восемь сезонов множество прекрасных вещей.
Так, актриса рассчитывала на большее количество совместных сцен с Миссандеей и на куда более тесное и продолжительное взаимодействие Дени и Серсеи, а также считает, что превращение её в тирана произошло слишком внезапно."
10,"Спасибо, с удовольствием почитал вашу критику ;)
Лично я дико разочарован сериалом уже по концовке 3 серии последнего сезона. Странное ощущение после полнейшего абсурда не покидает меня. За КН очень обидно и так будет теперь всегда. Надеюсь, Мартин напишет что-то более вразумительное."
11,"Дейнерис больше подходит скакать на члене Кхала, чем сидеть на троне"
12,"Дрогон сжег железый трон, потому что Бранн приехал на своем."
13,"Книги Мартина к своему глубочайшему сожалению я не читала, и не знаю первоисточник. Но от себя скажу, что сериал, действительно годный, и не смотря, на такую ""увилистую"" концовку он стоил моего внимания. Да, финальный сезон не оправдал мои ожидания, касаемо персонажей и самого развития событий, но поливать грязью я его точно не стану. Обвинять сценаристов как по мне - то глупо, потому как помимо них там есть еще масса людей, которые дали согласие на эту ""провальную концовку"". вот у меня вопрос, какое развитие событий, по мнению зрителей правильно завершило бы эту картину?"
14,"Да, казалось после лоста меня никто так не поимеет, здесь конечно все равно все разделятся на 2 лагеря, те кто будут говорить: ну ты б*я диванный эксперт закройся, добейся там сам, напиши. И те кто не будет обманывать себя и признает, что его поимели. Много уже сказано всего, но вы даже посмотрите на битвы, драчки (про сценарий и диалоги молчу), одни крупные планы, просто звуки меча, движение, и враг падает, что в 3 серии, что в 5, армия ланистеров так вообще, такое ощущение, что они бегут на встречу безупречным и кричат: кто-нибудь, уколите меня в пузико. В 3 серии( мне она больше всего понравилась) понятно, что просрали дотракийцев, но там хотя бы была атмосфера такой вот неизбежности пиз**ца, вот это понравилось. Но самое главное, что мы смотрели сериал 10 лет, в котором было столько нестандартных сюжетных поворотов, неожиданных смертей, от этого еще больше любишь и ценишь персонажей, сочувствуешь им, неужели непонятно почему все так полюбили сериал, зачем превращать его в такую посредственность, неужели настолько насрать на людей которые смотрят это, этот сценарий можно написать за пару дней, и пару дней на детали"
15,"Прихожу такой домой, в хорошем настроении (после просмотра Джона уика 3, пиздательский фильм) захожу на лост скачать серию и вижу рейтинг 5.1 я чуть чаем не поперхнулся, я даже не помню серии с оценкой ниже .. хотя наверное и есть такая но их мало, и тогда я понимаю что там просто слитое дерьмо, я спецом старался не словить спойлеры и глянуть от лоста, смотрел все сезоны только от них, даже говорить ничего особо не хочется, все уже сказали за меня и нового ничего не приходит на ум, очень жаль что так неудачно закончили с мертвецами и что все забыли кто на такой на самом деле джон, ведь когда мы узнали кто он это было настолько крутая новость, и все думали что же все таки будет , но по сути эта новость ни на что не повлияла а сценаристы и вовсе сделали так будто ее и не было, в общем если забыть про 8й сезон то Игра Престолов самый шикарный сериал который я смотрел, столько эмоций я испытал при просмотре..Спасибо лостам за перевод, прощайте Престолы."
16,На IMDB вообще рекорд 4.4 оценка.
17,"Было больше вчера было 4,8 , оценка падает, думаю до 4 докатится"
0,
1,"пытался изложить мысли, загрустил... решил ничего не писать. жутко разочарован качеством и финала, и сезона целиком. очень жду книгу."
2,"Вот и я такого же мнения. Как же хотелось, чтобы мертвяки были побеждены, но как это случилось, мне стало их жаль. Столько сезонов держать зрителя в напряжении от приближения неминуемой гибели всего живого в сериале, как БАЦ и нет никакой угрозы. Может это просто дурацкая человеческая черта - хотеть всегда чего-то большего? )"
3,"по правилам дотракийцев убивший гала становится галом.
по правилам безупречных командование принимает старший по званию.
какого **** они Сноу предводителем не сделали?"
4,"И какого х.. Червь стал таким разговорчивым? Язык развязался от войн? По логике его персонаж больше действует чем говорит, а тут все наоборот."
5,"Подписываем уже больше млн.
https://www.change.org/p/hbo-remake-game-of-thrones-season-8-with-competent-writers"
6,"6й сезон в принципе не очень сильный. Думаю что стало слишком сложно держать заданную планку и пришлось сворачивать проект. Но концовка 6й сезон вытянула, довольно логичный конец. Сериал был отличный, но его вряд ли захочется пересмотреть еще раз, как например доктор хаус."
7,Короче ждём переиздания сезона.
8,Жди
9,"скоро мне на почту придёт сообщение от Лостфильм: ""Вышел 8 сезон сериала игра престолов"". а я им отвечу: ""Зря!"""
10,хуйня полная
11,"Подписываем питицию
https://www.change.org/p/hbo-remake-game-of-thrones-season-8-with-competent-writers"
12,"Я так и не смотрел после второго сезона. Так хоть скажите, пожалуйста, кто там победил-то в итоге?"
13,"все кто выжил, получили то, чего желали больше всего в 1 серии 1 сезона))"
14,"Продюсеры, заработавшие бабла. Ну и актерам перепало маленько. Сериал, как и его зрители - проиграл."
15,"Дракон. И тупость сценаристов (она в принципе была неубиваема, так что не считается)."
16,"Вот совсем не понимаю, чего ожидали от финального сезона те, кто подписал эту идиотскую петицию? Люди, какой финал вы хотели? Лично я думаю, что всё произошло именно так, вполне логически. Но тут же все начали придираться к кофе и бутылке. Тоже мне косяки. в Каждом фильме бывают забавные ляпы. На сцене с драконом вообще прослезился. Самый эпичный момент, который случился за все сезоны. Отличный финал шикарного сериала!"
17,"сцена с драко бред,бандит контрабандист баба коротышка мастера тоже бред, бран бред"
18,"Ну прекрасно. Описание всего сезона - бред. Это прям как сотрудник с работы, который увидел кофе на столе и побежал со всеми авансом весь сезон обосрать, подписав петицию. Чудак все 6 серий посмотрел на перемотках, но назвал сезон гавном. Аргументный аргумент."
19,"Какой финал мы хотели? Логичный! Не обязательно хеппи-энд, но обязательно логичный! Где вы здесь узрели логику - для меня загадка."
20,"Концовка- полное разочарование..Читая книгу,  уже на 3 части начала подозревать неладное, когда появлялось все больше различий...потом даже увлекло .. Интерес "" И чем же это все закончится ?"" брал верх..Ведь столько упущенных персонажей из книги ( в первую очередь оживленную матерь Старков, которая начала мстить и убивать..) и еще больше событий...Ожидала чего-то явно поинтересней, нежели "" люди, да отвалите уже- устали снимать""..Прочла 5 книг и теперь думаю стоит ли продолжать читать дальше? :((( А ведь  столько-то лет миллионы людей ожидали каждую серию, читали книги..подымали рейтинги..приносили безумную прибыль...чтоб в самом  конце реально просто наплевать на всех поклонников и снять концовку в стиле дешевой постановочной импровизации , что первая пришла в голову...Жаль..очень жаль.."
21,"Ответ на коммент 9-месячной давности. Вот это выдержка, ждем в сентябре))"
22,прям таки будешь ожидать?)))) - Не верю))
23,Рановато ответила))
0,
1,Зачем нужна была эта тайна о истинном наследнике престола если она никак не влияет на концовку?
2,"Это всего лишь катализатор безумия по замыслу Бенивайсса, а по нашему - ружье Бондарчука"
3,"Тоже задаюсь этим вопросом, в книге это вообще главная мать его сюжетная линия, да и тут она была, но ее просто слили вместе с наследником."
4,"говно пчёлы, говно мёд"
5,сезон в топку. карлик просто ланестер то есть сука
6,"Краткое содержание серии.
 
Все бабы - дуры; все мужики - козлы; все драконы - драконы."
7,"Что это такое? Почему это ""чудо"" еще кто-то считает нормальной концовкой? Это просто дно, сериал потерял себя, после того, как набрал популярность. Не понятные ходы сюжета, ради не предсказуемости. Очень многие моменты такие глупые и наивные, что просто хочется крикнуть сценаристам ""Остановитесь!"". Ну неужели нельзя было закончить сериал убийством Короля Ночи?  Ведь единственная серия, которую приятно было смотреть это битва за Винтерфел, но нееет ""мы должны убить кого-то или Дени или Джона поэтому поставим битву с мертвецами в середине сериала"". Как можно создать абсолютное зло и уничтожить его в начале, а каких-то лоботрясов оставить на потом? А последняя серия просто ""забивает последний гвоздь в крышку гроба"" этого лютового трэша, что мы увидели в 8 сезоне. Особенно позабавила концовка, Толкиен в гробу переворачивается."
8,"причем тут Толкиен, это произведения Мартина"
9,"Вам концовка ни чего не напомнила? Схожесть с трилогией Властелин колец? Нет? Лично я увидел именно это. Да и сам Мартин говорил, что вдохновлялся книгами Толкиена."
10,ты перед тем как умничать сперва прочитай конец его комментария.
11,"Ищу человека который ставил документы от квартиры на то что Дэни убьет Арья, напиши в лс."
12,Ахххаха
13,"Поставлю 10, потому что много 1 ))"
14,"А по что не 9?
Ась?
 
Ведь 9, во многих религиях, круЧе 10... :)"
15,Так я Атеист)
16,Здесь клятвы не уместны должны и атеисты быть хоть каплю честны (перефразируя из 12 ночи). :)
17,Как ни странно - отличный финал.
18,"Сериал - супер, всё логично, лосты - супер, я молодец - досмотрел!!!"
19,"Почему все ополчились на Бениоффа и Уайса? Смотрите внимательно: всем же ясно дали понять, что сценарий ""Песни Льда и Пламени"" писала Бриенна!"
0,
1,"Короче говоря, Арья - мой герой. Ее действия по ходу всего сериала были наиболее объяснимы. Хотела убить своих врагов - большинство из них убила. Хотела отправиться в Браавос - отправилась и обучилась искусству убивать. Собиралась узнать что лежит западнее Вестероса - поплыла в неизведанную даль. Молодец! Остальные персы идут лесом! Особенно Сноу - он как раз туда и пошел."
2,"Читая некоторые отзывы, так настырно начинает ""играть в голове"" строчка из песни нелюбимого мной Ленинграда:
""Любит наш народ всякое говно
Всякое говно любит наш народ..."""
3,"А есть другое, ну для выбора, вот такое же, с золотистой корочкой.
 
Болтун ты! :("
4,"Все старо как мир, ничего нового придумать не смогли,такой сериал испортили..."
5,"Впомните первые кадры 1 серии 1 сезона. Ну как?? Ладно)) . Бран бежит на встречу Свите Короля Роберта в Винтерфеле. Исходя из этого сразу становится все понятно- это История Становления Короля от Мальчика до Мужа. А по поводу что это все подстроил Бран, я согласен, вспомните что он сказал Тириону на вопрос ""Примешь ли ты корону"", Бран в ответ задал вопрос ""А за чем я здесь"". А Тирион на миг (если смотреть внимательно) сделал удивленное лицо. А когда Джон сказал:""Простите Ваше Величество, что не был с Вами""; Бран ответил:""Ты был там, где должен был быть"". И Джон тоже удивился на эти сказанные слова. Вспомните как Бран как безлико и сухо прощался с Мирой Рид в Винтерфеле, а ее брат отдал жизнь за него, он сказал Брандон Старк мертв. Так что мое мнение, что Бран и есть самый коварный тиран во всей истории. Может поэтому Король Ночи и хотел его грохнуть? Дени когда у нее были видения в Доме чародеев в Кварфе так и не коснулась и не присела на трон, еще тогда стала закрадываться мысль, что трон ей не достанется. И не надо сильно ее ругать и называть тираном, сначала вспомните и пройдите ее путь сами, она просто еще одна жертва Колеса и Игры Престолов. Лично мне жалко и Серсею(страстно любющую своих детей, как львица, и желающую их защитить от всего(вспомните предсказание)), и Дени прощедшую через все потери, жертвы и предательства, и Джейме, и Теона, прошедшими от самых мерзких людей до получивших прощение от своих жертв, а главное от себя, стали практически святыми."
6,"Согласен! И какой же это будет король, который весь сериал говорил, что он не человек, а нечто другое, что он ворон, ему не нужны титулы....а оказывается, что он намеренно это делал и все такие ""да да да, он наш король!""! И колесо, которое Дейнерис хотела сломать так и не сломалось....остался король, который говорит ""нам нужен мастер над шептунами""....."
7,"Вряд ли он собирался становиться калекой, чтобы реализовать свой план. Может эта идея к нему пришла уже после видений с малым в руках Нэда Старка. Как бы то ни было, идея с коронацией этого писюна копченого одна из абсурднейших. Теперь нам всем жить с этим)"
8,"1. Когда Джейме и Серсею засыпали камни там прям жестко падал потолом, в итоге когда Тирион залез туда там была горстка кирпичей, тоесть если бы они отошли на 3-4 метра в сторону то выжили бы. WTF?
2. Как Дэни узнала что Тирион освободил брата.
3. Огромная дыра в том что не показали как нашли мёртвую Дэни и Джона, по факту я думаю если бы серый червь нашел их там то не сажал бы его в тюрьму а бился бы с ним насмерть сразу же.
4. Привели узника и он тупо съехал с тюрьмы, назначил нового короля и стал десницей. ИЗИ
5. Я все понимаю Бриена, Сэм и т.д через многое прошли, но по какому праву они могли выбирать короля. WTF?
6. Вернуть Джона на стену это самое убогое что могло прийти на ум к сценаристу, лучше бы его казнили или съел дракон."
9,"Джон Сноу должен был занять трон, он главный наследник, каким боком его в ссылку отправили?"
